NPC Name:|Endless||||
RoyalFactor2|<<She continues writing, eyes fixed on her book.>>##Why, Citizen Javed, you've changed a great deal since I saw you last week. For instance, your missing leg has grown back.||||
RoyalFactor3|<<She continues writing, eyes fixed on her book.>>##We have a system here, citizen. Everyone takes a ticket, and everyone waits their turn. So it wouldn't be fair to let you jump the queue, would it?||||
RoyalFactor4|<<Finally she looks up at you over her spectacles. Her expression is surprisingly kind.>> ##I know it's very frustrating to be kept waiting like this. I imagine you've come a long way.||||
RoyalFactor5|But we've just had another wave of evacuees from Cloudpine, and every one of them needs a proper bed.##So you're not the only one who has urgent business with the [[Royal Factor]] today, see?||||
RoyalFactor6|<<The Royal Factor continues writing, her little wire-rimmed spectacles perching upon her nose.>> ##Did you have other business? I'm afraid you'll just have to wait your turn like everyone else.||||
RoyalFactor7|<<The Royal Factor continues writing, her little wire-rimmed spectacles perching upon her nose.>> ##I'm afraid you'll just have to wait your turn, citizen. Downstairs.||||
RoyalFactor8|<<She raises her voice to address her clerk.>> Mr Gallo, find this one a seat in the waiting room, won't you? One of the nice ones, with all four legs still on it.||||
RoyalFactor9|Now, ((please)) don't make me call the Militia out of their nice warm barracks. They'll be ever so grumpy.||||
RoyalFactor10|Well, that's a shame, isn't it? I'm afraid some of your fellow citizens have been waiting much longer than you. Sometimes that's just the way the cookie crumbles, see?||||
RoyalFactor11|Oh dear, I'm sorry to hear that. Mr Gallo, will you fetch us a petition sheet? Petition 107-F, complaint against a senior servant of the King. There's a good lad.||||
RoyalFactor12|<<She smiles apologetically.>>##This may take a while, so you'd best wait downstairs. Mr Gallo will bring you the petition once he's dug it out. Will you need someone to read it aloud to you?||||
RoyalFactor13|I'm the [[Royal Factor]] of Ferropolis.##I handle all those little matters of administration that don't require the attention of the Clockwork King, or the blessed Machinists' Guild.||||
RoyalFactor14|So as you can imagine, I'm quite busy, see?||||
RoyalFactor15|<<She examines you properly for the first time.>> ##((Misha)) sent you? Well, why didn't you say so? Mr Gallo, hold all tickets, please!||||
RoyalFactor16|Now, let's have a look at this [['passport']]... ##Heh. It's really not a bad likeness, is it? He's captured your nose perfectly.||||
RoyalFactor17|<<She produces an official-looking parchment and begins filling it in.>>##So, you'll be wanting a travel permit? Not to worry – this will stand up to scrutiny. After all, it's quite real, see?||||
RoyalFactor18|&& <<The Factor's quill does not stop moving.>> ##An interesting theory, citizen, but I'm afraid I do not comment on idle speculation. Besides...||||
RoyalFactor19|<<She stamps the parchment and gives you a bright smile.>> ##If anyone owes Misha a favour, I'd say it's you, see?||||
RoyalFactor20|%% <<The Factor's quill stops moving. She gives you a cautioning look, then gently sets it down.>> ##Misha and I have a good working relationship. In our own way, we both serve the King.||||
RoyalFactor21|Each of us has targets to meet. ((He)) has access to goods that are subject to a temporary mismatch of supply and demand here in the Kingdom. Whereas ((I)) have a city to feed and clothe, see?||||
RoyalFactor22|So it's everyone in Ferropolis who owes Mikhail a favour... ##<<She stamps the parchment and gives you a bright smile.>> ...not least yourself.||||
RoyalFactor23|<<With an unceremonious efficiency, she stamps the parchment.>>||||
RoyalFactor24|Well, I believe all is in order here. The [[gatebridges]] will be open to you now.##Send my love to Misha, won't you?||||
RoyalFactor25|<<With an unceremonious efficiency, she stamps the parchment.>>||||
RoyalFactor26|<<The Royal Factor glances up at you over her little wire-rimmed spectacles.>> ##Thanks to your help, my position here is now quite secure. And I ((always)) remember those who do me a good turn, see?||||
RoyalFactor27|Do pop by again if you need anything. No need to wait in the queue.||||
RoyalFactor28|<<She hands the passport back to you.>> ##You'll be wanting a [[travel permit]], then? I believe I can help. But given your ((unconventional)) means of arrival, I will require just a ((teensy)) little test of your loyalty. One hand washes the other, see?||||
RoyalFactor29|<<She wrinkles her nose.>> I wasn't going to say anything about it. What with half the water pipes in this city still frozen up, you're not the smelliest citizen I've seen to this week.||||
RoyalFactor30|<<She smiles.>> What I mean, citizen, is that a little mutual back-scratching makes the world go round. Here in the Kingdom we call that 'comity'.||||
RoyalFactor31|Some days ago, a [[goods caravan]] was ambushed out in Yansk while on its way to Ferropolis. The only survivor died of their wounds before they could tell us the culprit.||||
RoyalFactor32|Currently all my Militia squads are tied up keeping order in the city, so a proper retrieval mission will have to wait. But there was one particular item in the caravan that we just can't do without.||||
RoyalFactor33|What you're looking for is a [[royal freight capsule]] with a [[chest]] inside. It should be somewhere [[northwest of here]], in the forest beyond the farmlands.||||
RoyalFactor34|<<The Factor smiles maternally.>> ##If you can bring me the contents of that chest, I think you and I will have a very fruitful relationship.||||
RoyalFactor35|<<The Royal Factor glances up at you over her little wire-rimmed spectacles.>> ##Did you find the cargo, citizen? I'm afraid I've no time for you otherwise.||||
RoyalFactor36|<<The Factor raises her eyebrows and lets out a low whistle.>> ##Not personally, but we should thank him nonetheless. After all, he's just saved both your head and mine, see?||||
RoyalFactor37|<<The Factor maintains an impenetrable poker face.>> ##That would be [[Chairman Duncan]] – the inimitable first leader of the Machinists' Guild.||||
RoyalFactor38|Apparently our King is convinced that he possessed some critical knowledge of the correct path forward for the Kingdom. Ever since he died, the Guild has been trying to winkle it out of his brain.||||
RoyalFactor39|In the meantime, given the current instability, Its Majesty has decreed that the head be moved to Ferropolis and put on display for public veneration. To bolster morale, see?||||
RoyalFactor40|<<She pats the glass jar gently and smiles at you.>> ##I don't know about you, but I feel better already.||||
RoyalFactor41|Yes, let's get you sorted, shall we? <<She produces an official-looking parchment and begins filling it in.>> ##Not to worry – this will stand up to scrutiny. After all, it's quite real.||||
RoyalFactorP1|<<[Show the ticket you stole]>> Number 115.||||
RoyalFactorP2|<<[make up a number]>> Number 53.||||
RoyalFactorP3|Ticket? What ticket?||||
RoyalFactorP4|<<[Show 'passport']>> Mikhail sent me. He says hello.||||
RoyalFactorP5|Wait, I need to ask you some questions.||||
RoyalFactorP6|This is outrageous! I shall make a complaint!||||
RoyalFactorP7|Sorry, what is it you do here exactly?||||
RoyalFactorP8|@@ So how do you know Mikhail? Seems like you owe him quite the favour.||||
RoyalFactorP9|[Wait silently for her to finish]||||
RoyalFactorP10|Fine, fine, I'm leaving.||||
RoyalFactorP11|What did you have in mind?||||
RoyalFactorP12|Honestly, I haven't had a wash in weeks.||||
RoyalFactorP13|I'm not familiar with that expression.||||
RoyalFactorP14|<<[Dump the pickled head on her desk]>> Friend of yours?||||
RoyalFactorP15|What did you want me to do again?||||
RoyalFactorP16|Not yet.||||
RoyalFactorP17|What's so important about this head, anyway?||||
RoyalFactorP18|So, about that travel permit...||||
NoiseBoxesR1|<<You pick up the trumpet and put it to your ear.>>||||
NoiseBoxesR2|<<This doesn't seem like the King's message.>>||||
NoiseBoxes1|<<Inside the yellow box is a mechanical console, with something like an ear trumpet hanging on a curly wire.>> ##<<Tinny noises issue from its mouth.>>||||
NoiseBoxes2|<<Your brain is flooded by a cacophony of jagged noise. Then you realise it's some kind of otherworldly music...>>||||
NoiseBoxes3|<<The music throbs in an alien time signature, defying your attempts to track its rhythm. Ghostly, inhuman voices lap over each other like waves. It feels like a memory from before the universe was made....>>||||
NoiseBoxes4|<<This doesn't seem like the King's message. You'll have to try one of the other boxes.>>||||
NoiseBoxes5|<<You can hear two people in soft conversation, their voices echoing as if from the other end of a long stone passage.>>||||
NoiseBoxes6|"There now. It'll be all right." ##(("How)) is it going to be ((all right))? Lydia's just ((gone)), and nobody remembers. I feel like my brain is melting and running out of my ears!"||||
NoiseBoxes7|"I know, I know. All I mean is, we've got each other, and I ain't going nowhere." ##<<A pause.>> "I was washing up today. Did you ever notice how many dishes we have? Enough for five people, not two."||||
NoiseBoxes8|""Well... helps to have extra, don't it?" ##"You ((know)) we can't afford more of anything than we need. We had an extra bed, too, before we sold it. And that cot.">>"||||
NoiseBoxes9|"I... suppose it was nice to have guests round. Before all this, I mean." ##"And do you ((remember)) ever having guests?" <<A pause.>> "How many people used to live in this house, Kwesi?"||||
NoiseBoxes10|"<<A long pause.>> "I... I don't know." ##"No. Me neither.""||||
NoiseBoxes11|"<<There is a long silence, and then a series of odd little wet sounds.>> ##"Oi, oi! What are you doing?" ##"Sorry, should I stop?""||||
NoiseBoxes12|""...I didn't say stop." ##<<You hear grateful sighs, a giggle, then a loving moan. You quickly put the trumpet down before you hear any more.>>"||||
NoiseBoxes13|<<An old man's voice echoes from the other end.>> ##Hello? Hello? Can anyone hear me? I don't know where I am... please. It's cold...||||
NoiseBoxes14|<<The old man doesn't seem to be able to hear you.>> ##I can't see anything. I... I can't feel my body. Is anyone there? Hello? Please, if anyone's there, say something...||||
NoiseBoxes15|<<At first you just hear hissing, and then the tune that Aphra hummed. A genderless voice announces with mechanical regularity:>> ##SIX. ONE. SIX. THREE. TWO. BREAK. FIVE. TWO. SIX. ALDER. BANTAM. TWO. BREAK. FOUR. SIX...||||
NoiseBoxes16|<<The voice drones on, and then repeats. This must be the King's message.>> ##<<You scribble down everything you can, then replace the trumpet.>>||||
NoiseBoxes17|<<It's a whirlwind of noise: chattering voices, snatches of song, weird mechanical screeches. At one point, you hear your own name. You hurriedly replace the trumpet.>>||||
NoiseBoxesP1|[Pick up the trumpet and listen]||||
NoiseBoxesP2|[Keep listening]||||
NoiseBoxesP3|[Put the trumpet down]||||
NoiseBoxesP4|Yes, I can hear you!||||
NoiseBoxesP5|Who is that speaking?||||
NoiseBoxesP6|Stay calm. I'll try to help you.||||
SquidMilitia1|Halt, citizen! Do ((not)) interfere with these silkslugs in any way, or you'll answer to the Machinists' Guild.||||
SquidMilitia2|They're under royal protection, so go about your business. ##<<A silkslug begins to probe inquisitively at their weapon.>> Oi! Leave that alone! Please?!||||
SquidMilitiaP1|Why shouldn't I interfere with them?||||
SquidMilitiaP2|I wasn't even thinking about it.||||
Ngozi1|<<An old man sits watching the birds.>> ##King's favour, pal. No disrespect, but I came here to be alone.||||
Ngozi2|<<He examines you suspiciously.>> A friend o' who?||||
Ngozi3|I don't know ye from an Emberian, pal. If that's all, ye can beat it.||||
Ngozi4|<<He studiously avoids looking at the note.>> Did they now? Well, best of luck findin' 'em.||||
Ngozi5|Are ye daft? It's a sort of pavilion – like a wee building with no walls, just the roof an' pillars. Everyone knows that. ##There's one just over there, if ye need remindin'.||||
Ngozi6|<<Just as you're turning to leave, he pipes up again.>> ##Oh, pal? Ye might try comin' back [[after dark]]. Some folk come here to unwind after a hard day's work, like.||||
Ngozi7|<<The old man examines you suspiciously.>> Eh? Who's askin'?||||
Ngozi8|<<He relaxes.>> Ah, grand. I thought ye might be, but ye can't be too careful nowadays. ##Name's [[Ngozi]]. Pleased to meet another friend o' Aphra's.||||
Ngozi9|I've not seen her today, but try comin' back [[after dark]]. She's alway cooped up scrivenin' and scribin' in the Machinarium by daylight. Comes down here to unwind, like.||||
Ngozi9R|Is that all, pal?||||
Ngozi10|We're kindred spirits. Well, we both like sittin' in this park anyway. Proper funny ideas she has. Though mebbe she'd say the same about me.||||
Ngozi11|Ye look like a queer sort. She tends to attract 'em. Plus, ye seemed a little lost. She attracts those too.||||
Ngozi12|<<An old man sits watching the birds.>> ##King's favour, pal. Say, have ye seen [[Aphra]] lately? Ye know, that Machinist girl who's always hangin' around here after dark...||||
Ngozi13|<<Ngozi's brows wrinkle with worry.>> Can't? What d'ye mean...? ##<<Then he catches himself.>> O' course, o' course. Not my place to stick my nose in Machinist business, no, no..||||
Ngozi14|<<He stares at you for a moment, mouth slightly open, then catches himself.>> ##Oh! Err, well... sounds like she got what she deserved! You know I never trusted that girl? Treason never prospers, that's what I say...||||
Ngozi15|<<Ngozi's brows wrinkle with worry.>> I hope she's not in any trouble... ##Well, I'm sure she knows what she's doing.||||
Ngozi16|Aye. ##<<He turns his attention back to the birds.>>||||
NgoziDebug1|<<Ngozi spits in the dirt and rolls his eyes.>> ##[[Debug Mode]], ye said? I never heard a bigger load o' shite. Go on then, do yer worst.||||
NgoziDebug2|That so? Mind, my memory ain't what it was.||||
NgoziP1|Pardon me, but have you seen Aphra lately?||||
NgoziP2|Excuse me, are you... 'A Friend'?||||
NgoziP3|Well, of me, I suppose.||||
NgoziP4|No one in particular.||||
NgoziP5|<<[Show him the enigmatic note]>> Someone asked to meet me here.||||
NgoziP6|This might be a silly question, but what's a gazebo?||||
NgoziP7|Fine, I get the message.||||
NgoziP8|King's favour to you.||||
NgoziP9|Don't worry, I've spoken to Aphra. We're... friends.||||
NgoziP10|How do you know Aphra?||||
NgoziP11|Why did you think I might know her?||||
NgoziP12|King's favour to you, Ngozi.||||
NgoziP13|Nobody. Never mind.||||
NgoziP14|I... can't tell you.||||
NgoziP15|She was conspiring against the King. I put an end to it.||||
NgoziP16|She... had to go abroad on official business. I don't know if she'll be back.||||
GenericGuard1|Move along, citizen. The [[King]] abhors dawdlers.||||
GenericGuard2|<<The guard is shouting with a frenetic energy at anyone passing by.>>##Move along, move along! Stop your gawping! Whatever's above you is ((not)) your concern!||||
MissingNoticeboard1|<<The surface of the noticeboard is entirely lost beneath layer upon layer of paper, while half-melted candles shelter at its foot. A sign at the top reads:>> ##MISSING PERSONS||||
MissingNoticeboard2|<<One notice in particular catches your eye. It looks relatively new, and is written in a spidery hand...>>||||
MissingNoticeboard2b|<<This notice appears relatively new, written in a spidery hand.>>||||
MissingNoticeboard3|Dear Child, ##I dont no why I am writing this. I dont no who you are. I dont even remember your Name. I just no there is a Hole in my life & Nothing fills it.||||
MissingNoticeboard4|If you are real, pleas com home. I want to feel right again. ##– Oleg Igorovich||||
MissingNoticeboard5|<<This must be the notice Sunil meant. It gives directions to a house on the northeast islet of Ferropolis, accessed via the city's rear gate.>>||||
MissingNoticeboard5b|<<Something tugs at you about this strange notice. Maybe you should offer your help?>> ##<<The notice gives directions to a house on the northeast islet of Ferropolis, accessed via the city's rear gate.>>||||
MissingNoticeboard5c|<<The notice gives directions to a house on the northeast islet of Ferropolis, accessed via the city's rear gate.>>||||
MissingNoticeboard6|<<This notice is written on the back of a royal petition slip, seemingly by several different hands.>>||||
MissingNoticeboard7|[[MISSING 2 MONTHS]]: Edith Ng, 71, retired plummer, last seen visiting Quarshie the Clothier. Dark hair + lite brown skin. Foul of mouth & smoaks like a chimny. Argues bitterly on any point at witch she takes a fence, & cannot by any means be reason'd with or pacify'd.||||
MissingNoticeboard8|V. much miss'd by her 3 children, 14 grandchildren, 6 great grandchildren, & 7 mummerbirds. ##Please send word of any sighting to Chartreuse Ng, c/o Amrit Kaur, 14 Rampart Sq, Ferropolis, CWK.||||
MissingNoticeboard9|<<This notice was evidently printed by woodblock, suggesting it is one of multiple identical copies.>>||||
MissingNoticeboard10|[[ATTENTION ALL TRUE PATRIOTS]]! ##A Memorial will be held on Month 3, Day 32, Hour 17 for the lost Citizens of Progress, marking the Fifth Anniversary of its Downfall, in Unison Park, Ferropolis.||||
MissingNoticeboard11|The Citizens' Disaster Memorial Committee will continue to petition our gracious King for Answers as to the fate of our Loved Ones, & or else for those still listed as Missing to be declared Dead & given fit Honours.||||
MissingNoticeboard12|<<This notice is in a messy hand, blotched with tea-stains and burn marks.>>||||
MissingNoticeboard13|What happened to us, B? I see u every day, yet each time u treat me like a Stranger. Your familly act like they never met me. You taut me every thing I know.||||
MissingNoticeboard14|Did u truly forget that nite u saved my life, on the roof of the Squeeky Weal? Or are u only pretedning? Is this my Fault? Did I u wrong?||||
MissingNoticeboard15|<<This notice is fresh, written in neat block capitals.>>||||
MissingNoticeboard16|[[DOES ANYONE REMEMBER]]: Vidal the vision trader having an Assistant? Young man, short, trying & failing to grow Beard, courteous to a Fault. Often retrieved Items from high Shelves, and called his master Guvnor.||||
MissingNoticeboard17|Several Persons recall this man, but not his Name. Anyone with Information is kindly requested to tear off a Slip and write or call upon us at your own Convenience.||||
MissingNoticeboard18|<<This notice is old and faded, half-hidden under several newer ones.>>||||
MissingNoticeboard19|I wake up and heat a pot of water and my friend is gone. I queue for the summoning station and my friend is gone. I do the puzzle in the Royal Dispatch and my friend is gone.||||
MissingNoticeboard20|I look after my cousin's bairns, and laugh at their silly games, and my friend is gone. I check on my downstairs neighbour's silkworms while he's away on rotation, and my friend is still gone.||||
MissingNoticeboard21|Please be alive. Please be safe. I'm so fucking lost.||||
MissingNoticeboard22|<<You place Oleg's candle among the others and light the wick. A soft green glow suffuses the leaves of paper, each one marking a life and a name.>>||||
MissingNoticeboard23|<<You think about Oleg's daughter, and all her sisters, and all the people for whom there will never be any candles.>> ##<<Then you think about the faces you saw on your way here.>>||||
MissingNoticeboard23b|<<You think about Oleg's daughter, and all the people for whom there will never be any candles.>> ##<<Then you think about the faces you saw on your way here.>>||||
MissingNoticeboard24|<<What have they lost that they won't let themselves mourn? Whose absence do they feel without even knowing it? How many are pretending not to see the abyss, for fear of being dragged in too? How many think it could never happen to them?>>||||
MissingNoticeboard25|<<Behind you, someone begins to sing. Croaking and hesitant at first. No words – just a mournful, keening tune. Something like an elegy, something like a howl.>>||||
MissingNoticeboard26|<<A prayer and a promise. A hymn for the missing.>>||||
MissingNoticeboardP1|<<[Light a candle for Oleg's daughter.]>>||||
MissingNoticeboardP2|<<[Read one of the notices.]>>||||
MissingNoticeboardP3|<<[Look for the notice Sunil described.]>>||||
MissingNoticeboardP4|<<[Look at Oleg's notice again.]>>||||
MissingNoticeboardP5|<<[Read through the other notices.]>>||||
MissingNoticeboardP6|<<[Leave the noticeboard alone.]>>||||
MissingNoticeboardP7|<<[Read another notice.]>>||||
MissingNoticeboardDebug1|"<<A temporary sign on faded red paper is pinned to the noticeboard, reading: "DEBUG MODE".>"||||
MissingNoticeboardDebug2|<<There is no response. Surely you didn't expect a noticeboard to talk back to you?>>||||
MissingNoticeboardDebug3|"<<Nothing seems to happen, but when you look away for a moment and look back, the "DEBUG MODE" sign has vanished. Was it ever really there?>>"||||
OlegB1|<<A glass bottle flies past your ear and smashes against the doorframe. Its thrower is a middle-aged man, clearly very drunk.>>||||
OlegB2|Hoodah – <<He hiccups.>> – ((fuck)) are ((you?)) Geddada mmmugudssam ((home!))||||
OlegB3|<<The man's eyes widen in recognition, and he begins stabbing his finger at your chest.>>||||
OlegB3b|<<The man's eyes widen in recognition, and a deep blush blossoms across his cheeks.>>||||
OlegB4|You! Yerrrr that – hic – ((Inquishiter))! Yafuggen... shhhlugshit, defeatishh ((bashtard))! Worrayuu done with mhhy [[child]], you misherable... ##<<He hiccups again.>> ...((fuckshters!))||||
OlegB4b|You. Yerrrr that – hic – ((Inquishiter)). ##L-lishen, thawha... jushta wuntim... iddin mean ((nuffin)), you misherable... <<He hiccups again.>> ...((fuckshter!))||||
OlegB5|<<The man peers without recognition.>> Frhhrr... borrda? Lodda – hic! – people adda borrda. Lissen... ##<<He stabs his finger at you.>> I donnnno you... frum SHIT.||||
OlegB6|<<He thinks for a moment.>> ##Knowha? Fuggit. Thasssshhhh whad I say. Fuggit! Leddemall through. Lleddem... blowup the ((King!))||||
OlegB7|Thasshhh what they get fer takin away mhhy [[child]]. ##<<He hiccups again.>>||||
OlegB8|<<The man struggles to focus his eyes on you.>> ##Mmmiii... aright? Mmmh I all ((right))? Mmmyhh [[child]] is ((gone)) an yurasken ((me)) if m'allright?!||||
OlegB9|Yuu... shlugsucker! Shitbird! Misherable... ##<<He hiccups>> ...fuckshter!||||
OlegB10|Gwhaar... yuuaghen? ##Juss'... geddahell out. Duneven kurrenymore. <<He hiccups.>>||||
OlegB11|<<Oleg groans at the sight of you. Some kind of word puzzle lies half-finished on the table.>> ##You again? Have I not humiliated myself enough?||||
OlegB11R|Then leave me alone. I have humiliated myself enough.||||
OlegB12|<<Oleg grunts.>> Next time I won't miss.||||
OlegB13|Wherrghssyyfhlyddssshya... who's askin?||||
OlegB14|Notish, notish... ##<<He hiccups.>> Yeahhh, ipuddah notish. Enya knowha?||||
OlegB15|((Fuck)) allathat sssshhhhhhhhit. Who even cairsh? Whassa poin? Ev'rywunns mishen nowadaysh. Sno yoosh. <<Hic.>>||||
OlegB16|Advunnssha? Yerra fucken ad – <<hic>> scuse me – ad-venshhra? Whaddahell daz((zat)) mean?||||
OlegB17|Ooooh, yagonna... yagonna slash me wivva ((shword))? <<He makes wild swinging motions with his hands.>>||||
OlegB18|<<His eyes cross as he looks at the insignia.>> ##Thawha...? ##<<He squints at you.>> Huh. Yuknowha?||||
OlegB19|((To hell)) widda mashima... mashinama... guddsam ((Guild)). Firdy yerrs a' servish ennyadun givvah ((fuck))abad anyvush!||||
OlegB20|<<He rubs his eyes and stares at you.>> Wha...? Izzat really...? ##Ey. ((Ey.)) Yerrno ma kid.  I gan ((shhhmell)) it. Yerr nuthin butta guddsam ((shhwindler!))||||
OlegB21|Ya loushy crook! Shcoundrel! Goblinsshh <<hic>> bashtard!||||
OlegB22|<<If you want anything useful out of him, you'll need to sober him up.>>||||
OlegB23|<<You pat your pockets, but it seems you're fresh out.>>||||
OlegB24|<<The man shrugs and drinks it. His eyes widen and his hands begin to shake. Then he dunks a pitcher of water over his own head.>>||||
OlegB25|<<The man shrugs and drinks it. His eyes widen as he stares around in wonder. Then he looks at you.>> ##Oh. Stranger. I am so ((sorry)).||||
OlegB26|<<He shakes his head to clear it.>> Whoof!||||
OlegB27|<<The man blinks in surprise, then slaps you back.>> ##You bastard! Who the hell do you think you are, coming into my house –||||
OlegB28|<<He scrunches up his eyes.>> ((Ow.))||||
OlegB29|<<Oleg glares at you.>> Is this your idea of helping? ##You have wasted your time. [[My child]] is gone, and I am still here. That's all there is; case closed, end of message.||||
OlegB30|I ((have)) no child. Once, yes. Galette Myshkin and Indira Myshkin. Died young. Buried them myself. Ancient history. You can see I live alone here.||||
OlegB31|"But... last month I found something. A [[locket]], in among the junk at the back of that cabinet I never open. Says: "to my father". I don't recognise it, yet somehow I know I have seen it before."||||
OlegB32|I've thought about it, and there's only one answer. ##The locket is mine. I ((did)) have another child. One that I have somehow [[forgotten]].||||
OlegB33|So, now you've heard the whole sorry tale. Isn't it pathetic, a grown man weeping over a fantasy? ##I don't care if you believe me. Just leave me to drown myself in peace.||||
OlegB34|Whatever you like. I have no pride left to conserve.||||
OlegB34R|Now, have you finished tormenting me?||||
OlegB35|<<Oleg laughs bitterly.>> Quite a puzzle, right? Can you ((imagine)) how bad a father you would have to be?||||
OlegB36|I cannot explain it. Or at least... ##<<He eyes you cautiously.>> ...Not to you.||||
OlegB37|"First I thought it must be my ex-wife's, right? So I send the old harpy a letter. She says it must have been dropped by one of my "strumpets". Ha! I should be so lucky."||||
OlegB38|Then I notice other things. That shitty clay pot; who made it? Not Indira. Or those height marks on the wall; whose? Indira never got that tall.||||
OlegB39|You ever feel like you've lost something, but you don't know what? Like you're incomplete, but you don't know how? For years I have felt this.||||
OlegB40|So, when the idea came to me, I knew instantly. This was it. The missing piece.||||
OlegB41|Nothing. You see my problem? There are no clues. The pain is so much worse now that I know – and yet, I have no way to end it.||||
OlegB42|I thought perhaps if I drink enough, I will forget all over again. No such luck.||||
OlegB43|So now you see: the case is hopeless. And the one person who could help would never talk to me. As I said, you are wasting your time.||||
OlegB44|<<Oleg examines you, weighing his options.>> ##Hrm. Well, if it will make you leave me in peace...||||
OlegB45|To the west of this city is a place called the [[Library of Untruths]]. No signs point to it, and no ((official)) map marks it, but it's there.||||
OlegB46|Take my [[locket]] and and show it to the [[librarian]], and perhaps – ((maybe)) – she will help.||||
OlegB47|Listen, I am not sentimental. I know my child may be dead, or worse. All I want is to know their [[name]] and their [[fate]]. At least then I know who to mourn for.||||
OlegB48|<<Oleg examines you, weighing his options.>> ##Many years I have served this kingdom. Guarding the border, seizing contraband.||||
OlegB49|We get all ((kinds)) of contraband. If some of it went missing, no one would notice.||||
OlegBP1|Oleg Igorovich, I presume.||||
OlegBP2|Wait, I know you. You're that border guard I met at the gatebridge.||||
OlegBP3|Sir, are you quite all right?||||
OlegBP4|So you ((are)) Oleg Igorovich.||||
OlegBP5|What's this about your child?||||
OlegBP6|I still have questions about your child.||||
OlegBP7|I'll leave you to your hangover.||||
OlegBP8|I saw your missing persons notice. I'm here to help.||||
OlegBP9|I'm an adventurer. Maybe I can find your child.||||
OlegBP10|<<[Show insignia]>> The Guild has taken an interest in your case, citizen.||||
OlegBP11|<<[Lie]>> Father, it's me! It's been so long...||||
OlegBP12|<<If you want anything useful out of him, you'll need to sober him up.>>||||
OlegBP13|<<You pat your pockets, but it seems you're fresh out.>>||||
OlegBP14|<<[Give him a potion of stamina.]>>||||
OlegBP15|<<[Give him a potion of truth.]>>||||
OlegBP16|<<[Give him a slap.]>>||||
OlegBP17|Hold that thought. I'll be right back.||||
OlegBP18|What do you mean, gone?||||
OlegBP19|Then why did you post that notice?||||
OlegBP20|Where should I start looking?||||
OlegBP21|How is it possible to forget your own child?||||
OlegBP22|How can you be sure it's really your locket?||||
OlegBP23|Can you tell me anything at all about the child?||||
OlegBP24|That's all my questions for now.||||
OlegBP25|What if I could talk to this person for you?||||
OlegBP26|You'd be surprised what I can do if properly ((compensated)).||||
OlegBP27|I'll see what I can do, Mr Myshkin.||||
OlegBP28|Let me ask you something else first.||||
OlegC1|<<You find Oleg absorbed in some kind of word puzzle, with a bottle of liquor open on the table. He does not look up.>>||||
OlegC2|<<You find Oleg absorbed in some kind of word puzzle. He is sober, but when he glances up, you see bags under his eyes.>> ##You again. Have you come to throw in the towel?||||
OlegC3|<<Oleg shrugs.>> You are free to waste your own time.||||
OlegC4|<<Oleg stares at you for a long time, without visible emotion.>> ##You are trying to scam me. You just picked that out of some book you read.||||
OlegC5|<<Oleg looks at the wall. He starts to reach for a bottle, then stops.>> ##...Aphra. What kind of name is that? Must have been Genevieve's idea. I would never have chosen it.||||
OlegC6|Well? You used the past tense, so I assume it is not good news.||||
OlegC7|<<You tell Oleg a partial story, saying his daughter was killed when Progress fell to the Corruption. At one point his hands begin shaking, so he hides them in his lap.>>||||
OlegC8|<<You tell Oleg about your encounter in the cleanup camp, but no more. At one point his hands begin shaking, so he hides them in his lap.>>||||
OlegC9|<<You tell Oleg the whole story, from the cleanup camp to your confrontation with Sunil. At one point his hands begin shaking, so he hides them in his lap.>>||||
OlegC10|I had suspicions, of course. That my forgetting was no accident. We all know the Guild changes people – normal people, not just crooks and saboteurs. If you are observant, you see signs everywhere. Only, you can never be sure who is safe to tell.||||
OlegC11|<<He shakes his head.>> Special project. I guess I ought to feel honoured. ##They should have looked after her. Given her an easy job, a pension. At least a fucking ((medal)).||||
OlegC12|Well then. Do you... still have my [[locket]]?||||
OlegC13|<<He takes the locket gingerly in both hands, as if afraid of breaking it, and bows his forehead against it for what feels like an eternity.>>||||
OlegC14|<<You see his temper start to flare, and he opens his mouth to yell. But something inscrutable deserts him at the last moment, and he slowly sags back into his chair, staring at the table.>>||||
OlegC15|Pah. Sentimental crap. But... ##<<He sighs.>> Perhaps it is fitting. Were not the queens of the ancient surface buried with their belongings?||||
OlegC16|<<Oleg looks up at you, clearly struggling for words.>> ##The way this ended is... no fault of yours. You have given me answers. I am...in your debt.||||
OlegC17|A debt like this can never be made square. But let me at least give you a down payment.||||
OlegC18|This [[key]] was kindly donated by a smuggler we picked up. In a ((polite)) and ((civil)) conversation, he told us that it unlocked a stolen [[royal freight capsule]], jettisoned from his ship while flying over one of those [[outlying islands]] nobody visits.||||
OlegC19|The island is only reachable by [[air]], but you can bet there's [[treasure]] in that capsule. ##It was going to be my retirement plan, until somehow the key vanished from our stockpile. Oh well. Happens all the time.||||
OlegC20|And now I must ask one more favour. Not for me, but for my daughter. ##Take this [[candle]] to the [[missing persons noticeboard]] after dark. Light it, and let that be an end.||||
OlegC21|Good. Well, you have the candle. ##<<He goes back to his word puzzle.>>||||
OlegC22|I will find my own kind of ceremony. Some things must be done properly, that is all.||||
OlegC23|<<Oleg says nothing. You leave him sitting in his cold little apartment, absorbed in his puzzle.>>||||
OlegC24|<<Oleg's expression turns sour.>> What now? Can a man not be left to grieve in peace?||||
